Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
23,Student,Above high school,0,6,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5,40,40,1,0,No Accident
22,Student,Above high school,5,39,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,3,40,75,8,0,No Accident
21,Student,Above high school,1,47,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,40,37,3,0,No Accident
27,Student,Above high school,4,41,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,2,40,85,4,0,No Accident
20,Student,Above high school,0,39,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,6,40,82,2,0,No Accident
24,Student,Above high school,10,0,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,7,40,35,5,0,No Accident
15,Student,Above high school,6,34,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,2,40,64,6,0,No Accident
30,Student,Above high school,10,5,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5,40,20,4,0,No Accident
22,Student,Above high school,8,12,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,1,40,88,1,0,No Accident
30,Student,Above high school,1,27,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1,40,22,1,0,No Accident
28,Student,Above high school,8,2,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Morning,1,40,21,2,0,No Accident
20,Student,Above high school,9,17,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3,40,56,2,0,No Accident
26,Student,Above high school,7,46,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,6,40,68,4,0,No Accident
23,Student,Above high school,8,10,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,35,6,0,No Accident
26,Student,Above high school,1,49,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Noon,6,40,41,3,0,No Accident
18,Student,Above high school,8,13,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Evening,7,40,51,2,0,No Accident
18,Student,Above high school,7,39,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,6,40,47,3,0,No Accident
27,Student,Above high school,1,36,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,7,40,28,6,0,No Accident
25,Student,Above high school,2,15,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,2,40,30,5,0,No Accident
18,Student,Above high school,9,28,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,2,40,23,5,0,No Accident
15,Student,Above high school,4,32,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,7,40,60,1,0,No Accident
18,Student,Above high school,0,5,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,4,40,64,1,0,No Accident
20,Student,Above high school,4,29,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,3,40,38,6,0,No Accident
18,Student,Above high school,10,21,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Noon,4,40,30,6,0,No Accident
18,Student,Above high school,2,12,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,2,40,87,5,0,No Accident
24,Student,Above high school,7,17,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,88,3,0,No Accident
29,Student,Above high school,5,49,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,2,40,29,8,0,No Accident
26,Student,Above high school,3,39,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,1,40,38,4,0,No Accident
29,Student,Above high school,10,18,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Morning,6,40,49,1,0,No Accident
26,Student,Above high school,6,1,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,4,40,44,1,0,No Accident
20,Student,Above high school,4,39,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,6,40,73,8,0,No Accident
27,Student,Above high school,1,41,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,2,40,88,7,0,No Accident
19,Student,Above high school,8,10,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,4,40,31,3,0,No Accident
29,Student,Above high school,2,37,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Evening,1,40,81,8,0,No Accident
30,Student,Above high school,8,19,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,5,40,44,6,0,No Accident
19,Student,Above high school,5,15,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,2,40,67,6,0,No Accident
20,Student,Above high school,5,29,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5,40,60,1,0,No Accident
22,Student,Above high school,5,33,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,5,40,31,1,0,No Accident
21,Student,Above high school,4,0,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1,40,39,1,0,No Accident
20,Student,Above high school,4,50,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,3,40,81,6,0,No Accident
15,Student,Above high school,4,15,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,3,40,29,1,0,No Accident
16,Student,Above high school,8,42,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,6,40,30,5,0,No Accident
28,Student,Above high school,10,48,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,6,40,40,5,0,No Accident
25,Student,Above high school,8,41,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,80,4,0,No Accident
28,Student,Above high school,6,43,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,7,40,83,3,0,No Accident
18,Student,Above high school,5,41,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,1,40,37,3,0,No Accident
29,Student,Above high school,1,19,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,5,40,70,3,0,No Accident
28,Student,Above high school,7,3,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,1,40,85,3,0,No Accident
22,Student,Above high school,4,11,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,40,78,3,0,No Accident
29,Student,Above high school,10,22,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,6,40,48,2,0,No Accident
23,Student,Above high school,8,49,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3,40,69,8,0,No Accident
29,Student,Above high school,9,27,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,1,40,57,4,0,No Accident
27,Student,Above high school,7,11,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Evening,4,40,86,2,0,No Accident
21,Student,Above high school,2,0,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,6,40,23,3,0,No Accident
23,Student,Above high school,9,50,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,7,40,75,8,0,No Accident
27,Student,Above high school,9,12,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,2,40,70,2,0,No Accident
20,Student,Above high school,5,11,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,6,40,81,2,0,No Accident
16,Student,Above high school,1,8,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,5,40,57,1,0,No Accident
21,Student,Above high school,2,38,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,2,40,24,7,0,No Accident
18,Student,Above high school,6,48,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3,40,66,5,0,No Accident
27,Student,Above high school,9,29,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,4,40,57,4,0,No Accident
25,Student,Above high school,9,24,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,2,40,21,4,0,No Accident
28,Student,Above high school,2,18,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,40,79,7,0,No Accident
16,Student,Above high school,9,6,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,7,40,86,1,0,No Accident
15,Student,Above high school,2,29,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,6,40,84,8,0,No Accident
25,Student,Above high school,3,17,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,3,40,75,1,0,No Accident
21,Student,Above high school,6,45,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,7,40,73,3,0,No Accident
17,Student,Above high school,4,8,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,6,40,67,1,0,No Accident
25,Student,Above high school,6,14,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,1,40,54,4,0,No Accident
21,Student,Above high school,3,43,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Noon,5,40,66,6,0,No Accident
23,Student,Above high school,5,20,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Evening,7,40,49,1,0,No Accident
18,Student,Above high school,9,35,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,4,40,79,3,0,No Accident
23,Student,Above high school,5,20,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,5,40,83,5,0,No Accident
24,Student,Above high school,0,31,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1,40,76,4,0,No Accident
15,Student,Above high school,9,36,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,6,40,56,2,0,No Accident
25,Student,Above high school,8,4,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,5,40,72,5,0,No Accident
15,Student,Above high school,0,5,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,7,40,35,3,0,No Accident
25,Student,Above high school,2,8,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,7,40,63,1,0,No Accident
29,Student,Above high school,7,31,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,6,40,67,5,1,No Accident
26,Student,Above high school,3,45,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,3,40,37,3,0,No Accident
27,Student,Above high school,1,17,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,2,40,24,5,0,No Accident
26,Student,Above high school,2,46,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,4,40,55,5,0,No Accident
29,Student,Above high school,2,25,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,1,40,54,1,0,No Accident
27,Student,Above high school,7,32,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,1,40,42,1,0,No Accident
27,Student,Above high school,7,17,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1,40,62,3,0,No Accident
20,Student,Above high school,3,21,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,1,40,25,5,0,No Accident
19,Student,Above high school,9,26,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3,40,43,1,0,No Accident
25,Student,Above high school,3,26,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,5,40,69,7,0,No Accident
23,Student,Above high school,1,49,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Evening,5,40,35,8,0,No Accident
21,Student,Above high school,2,35,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,1,40,38,2,0,No Accident
28,Student,Above high school,7,41,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,4,40,40,2,0,No Accident
19,Student,Above high school,0,46,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,7,40,59,7,0,No Accident
16,Student,Above high school,7,9,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,5,40,75,1,0,No Accident
15,Student,Above high school,4,32,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,5,40,21,7,0,No Accident
23,Student,Above high school,7,19,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,5,40,63,1,0,No Accident
18,Student,Above high school,0,14,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,7,40,66,3,0,No Accident
23,Student,Above high school,10,38,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,2,40,58,6,0,No Accident
16,Student,Above high school,9,8,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,7,40,43,4,0,No Accident
17,Student,Above high school,8,30,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,40,42,4,0,No Accident
26,Student,Above high school,8,24,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,4,40,56,3,0,No Accident
17,Student,Above high school,9,26,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,1,40,37,5,0,No Accident
16,Student,Above high school,3,43,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,7,40,86,1,0,No Accident
16,Student,Above high school,10,27,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1,40,44,8,0,No Accident
22,Student,Above high school,4,17,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,6,40,66,7,0,No Accident
20,Student,Above high school,6,18,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5,40,33,6,0,No Accident
26,Student,Above high school,1,32,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Noon,3,40,41,6,0,No Accident
19,Student,Above high school,0,2,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Evening,4,40,29,6,0,No Accident
24,Student,Above high school,7,28,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,4,40,83,7,0,No Accident
16,Student,Above high school,4,0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,7,40,57,2,0,No Accident
20,Student,Above high school,9,2,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,87,3,0,No Accident
20,Student,Above high school,4,46,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,1,40,77,7,0,No Accident
23,Student,Above high school,6,27,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,1,40,49,5,0,No Accident
26,Student,Above high school,5,45,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,6,40,52,2,0,No Accident
18,Student,Above high school,4,27,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,7,40,56,2,0,No Accident
29,Student,Above high school,3,25,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,2,40,64,2,0,No Accident
23,Student,Above high school,2,8,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,5,40,76,7,0,No Accident
16,Student,Above high school,9,4,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,6,40,38,8,0,No Accident
20,Student,Above high school,2,31,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,5,40,37,6,0,No Accident
20,Student,Above high school,0,39,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,5,40,34,5,0,No Accident
15,Student,Above high school,8,12,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,1,40,32,3,0,No Accident
20,Student,Above high school,1,25,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6,40,56,1,0,No Accident
25,Student,Above high school,8,28,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,3,40,43,2,0,No Accident
19,Student,Above high school,1,8,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1,40,79,4,0,No Accident
30,Student,Above high school,2,45,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,1,40,50,6,0,No Accident
22,Student,Above high school,0,38,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Evening,7,40,30,4,0,No Accident
18,Student,Above high school,7,42,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,3,40,88,8,0,No Accident
15,Student,Above high school,0,24,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,5,40,62,5,0,No Accident
26,Student,Above high school,9,32,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1,40,88,3,0,No Accident
23,Student,Above high school,3,5,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,7,40,55,8,0,No Accident
24,Student,Above high school,7,41,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1,40,59,6,0,No Accident
19,Student,Above high school,3,48,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,2,40,85,6,0,No Accident
24,Student,Above high school,6,9,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,6,40,84,1,0,No Accident
19,Student,Above high school,4,21,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,2,40,29,8,0,No Accident
19,Student,Above high school,8,19,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,5,40,75,3,0,No Accident
26,Student,Above high school,5,18,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3,40,84,4,0,No Accident
28,Student,Above high school,10,35,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,2,40,39,7,0,No Accident
22,Student,Above high school,7,16,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,5,40,21,3,0,No Accident
16,Student,Above high school,4,5,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,4,40,58,7,0,No Accident
27,Student,Above high school,7,49,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,40,80,3,0,No Accident
21,Student,Above high school,9,49,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,3,40,90,5,0,No Accident
21,Student,Above high school,1,14,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5,40,48,2,0,No Accident
17,Student,Above high school,3,49,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Noon,4,40,54,8,0,No Accident
20,Student,Above high school,6,10,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Evening,2,40,32,6,0,No Accident
25,Student,Above high school,9,13,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,6,40,69,3,0,No Accident
25,Student,Above high school,8,47,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,2,40,85,8,0,No Accident
17,Student,Above high school,10,13,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,88,1,0,No Accident
15,Student,Above high school,7,47,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,4,40,83,5,0,No Accident
29,Student,Above high school,2,44,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,2,40,69,2,0,No Accident
28,Student,Above high school,7,27,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,5,40,34,5,0,No Accident
26,Student,Above high school,8,45,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2,40,53,7,0,No Accident
16,Student,Above high school,10,27,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,2,40,54,5,0,No Accident
29,Student,Above high school,6,40,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,5,40,90,6,0,No Accident
30,Student,Above high school,3,35,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,4,40,24,1,0,No Accident
16,Student,Above high school,0,21,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,2,40,66,4,0,No Accident
29,Student,Above high school,1,0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,4,40,21,7,0,No Accident
30,Student,Above high school,4,12,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,2,40,20,6,0,No Accident
17,Student,Above high school,4,36,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3,40,32,8,0,No Accident
28,Student,Above high school,3,7,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,2,40,70,2,0,No Accident
20,Student,Above high school,3,1,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,2,40,25,4,0,No Accident
20,Student,Above high school,3,3,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,3,40,63,7,0,No Accident
25,Student,Above high school,7,29,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Evening,2,40,49,7,0,No Accident
26,Student,Above high school,4,34,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2,40,87,1,0,No Accident
18,Student,Above high school,1,37,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,2,40,28,7,0,No Accident
30,Student,Above high school,2,19,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,2,40,86,5,0,No Accident
17,Student,Above high school,0,11,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,7,40,69,4,0,No Accident
18,Student,Above high school,7,27,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,3,40,60,6,0,No Accident
16,Student,Above high school,1,16,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,3,40,86,2,0,No Accident
17,Student,Above high school,5,45,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3,40,26,4,0,No Accident
24,Student,Above high school,2,15,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,5,40,71,3,0,No Accident
30,Student,Above high school,1,3,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,5,40,51,1,0,No Accident
26,Student,Above high school,5,46,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,2,40,86,1,0,No Accident
25,Student,Above high school,4,16,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Night,5,40,42,1,0,No Accident
18,Student,Above high school,3,28,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,3,40,29,7,0,No Accident
21,Student,Above high school,0,37,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,5,40,50,7,1,No Accident
27,Student,Above high school,5,39,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,40,33,6,0,No Accident
20,Student,Above high school,2,27,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,6,40,43,5,0,No Accident
24,Student,Above high school,8,47,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,3,40,25,5,0,No Accident
20,Student,Above high school,9,14,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Noon,1,40,86,1,0,No Accident
29,Student,Above high school,5,37,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Evening,6,40,78,6,0,No Accident
15,Student,Above high school,4,11,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,2,40,45,2,0,No Accident
30,Student,Above high school,6,14,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,6,40,57,7,0,No Accident
29,Student,Above high school,6,37,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,40,88,7,0,No Accident
21,Student,Above high school,0,18,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,6,40,64,5,0,No Accident
22,Student,Above high school,5,42,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3,40,50,8,0,No Accident
19,Student,Above high school,0,21,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,5,40,21,1,0,No Accident
27,Student,Above high school,7,50,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,4,40,28,8,0,No Accident
18,Student,Above high school,6,12,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,5,40,58,2,0,No Accident
23,Student,Above high school,4,17,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,7,40,74,2,0,No Accident
20,Student,Above high school,9,41,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,1,40,66,6,0,No Accident
15,Student,Above high school,8,18,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Night,5,40,84,2,0,No Accident
15,Student,Above high school,10,2,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,6,40,72,1,0,No Accident
29,Student,Above high school,7,45,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,5,40,22,7,0,No Accident
23,Student,Above high school,6,45,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3,40,70,4,0,No Accident
23,Student,Above high school,5,44,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,4,40,37,2,0,No Accident
25,Student,Above high school,2,13,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,40,22,7,0,No Accident
27,Student,Above high school,7,12,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,2,40,74,2,0,No Accident
26,Student,Above high school,9,47,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Evening,1,40,29,8,0,No Accident
20,Student,Above high school,7,38,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,6,40,33,3,0,No Accident
